[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821219784}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821220840}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821220813}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821221319}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821221424}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821221944}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821222129}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821222127}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821222263}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821222750}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821244197}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821244781}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821244856}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821245097}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821245276}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821245359}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821245508}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821245701}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821245745}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821246177}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821246188}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821246776}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821246881}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821247293}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821247322}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821247424}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821247519}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821247685}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821247799}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821248026}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821248101}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821248454}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821248447}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821248747}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821248779}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821248804}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821249015}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821249014}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821249237}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821249370}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821249573}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821249775}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821249882}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821250091}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821250199}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821250188}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821250266}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821250371}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821250532}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821250712}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821250738}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821251105}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821251190}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821251289}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821251488}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821251605}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821251663}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821251730}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821251976}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821252111}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821252287}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821252692}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821252761}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821252870}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821253023}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821253149}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821253227}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821253566}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821253603}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821253911}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821254001}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821254258}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821254455}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821254682}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821254693}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821254760}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821254988}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821255149}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821255226}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821255481}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821255599}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821256148}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821256213}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821256497}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821256499}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821256659}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821256755}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821256992}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821257117}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821257142}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821257255}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821257849}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821257861}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821258024}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821258174}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821258251}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821258469}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821258520}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821258630}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821258838}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821258900}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821259535}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821259575}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821259812}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821259906}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821260022}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821260135}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821260287}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821260448}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821260441}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821260623}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821261170}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821261129}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821261355}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821261468}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821261460}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821261677}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821261774}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821262010}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821262098}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821262194}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821262577}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821262759}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821262875}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821263082}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821262993}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821263265}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821263321}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821263460}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821263561}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821263596}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821264121}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821264170}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821264394}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821264552}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821264920}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821265070}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821265175}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821265252}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821265476}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821265446}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821265929}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821266063}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821266308}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821266409}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821266532}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821266703}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821266770}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821266852}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821267030}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821267104}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821267694}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821267779}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821267872}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821267977}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821268161}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821268231}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821268450}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821268549}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821268559}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821268649}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821269264}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821269357}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821269659}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821269770}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821269753}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821269827}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821270053}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821270197}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821270268}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821270328}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821270626}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821270776}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821270949}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821270994}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821271053}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821271321}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821271437}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821271574}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821271612}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821271693}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821272046}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821272096}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821272278}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821272358}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821272408}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821272625}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821272730}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821272873}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821273005}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821273125}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821273376}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821273490}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821273763}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821273775}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821273944}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821274098}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821274237}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821274325}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821274404}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821274530}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821275023}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821275125}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821275289}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821275457}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821275511}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821275611}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821275957}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821276022}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821276469}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821276637}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821277001}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821277123}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821277383}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821277499}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821277528}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821277726}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821277886}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821278063}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821278260}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821278395}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821278875}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821279042}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821279202}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821279416}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821279345}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821279542}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821279732}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821279732}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821280006}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821280222}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821280716}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821280879}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821281018}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821281144}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821281251}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821281309}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821281497}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821281697}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821281826}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821281879}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821282354}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821282503}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821282965}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821282958}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821283166}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821283173}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821283468}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821283529}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821283641}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821283772}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821284419}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821284442}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821284650}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821284798}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821284894}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821284960}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821285161}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821285322}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821285342}]
[{'key': 'Enter', 'eventType': 'keyup', 'timestamp': 1725821285517}, {'key': 'l', 'eventType': 'keydown', 'timestamp': 1725821286083}, {'key': 'l', 'eventType': 'keyup', 'timestamp': 1725821286223}, {'key': 'u', 'eventType': 'keydown', 'timestamp': 1725821286422}, {'key': 'n', 'eventType': 'keydown', 'timestamp': 1725821286696}, {'key': 'u', 'eventType': 'keyup', 'timestamp': 1725821286687}, {'key': 'n', 'eventType': 'keyup', 'timestamp': 1725821286914}, {'key': 'a', 'eventType': 'keydown', 'timestamp': 1725821286952}, {'key': 'a', 'eventType': 'keyup', 'timestamp': 1725821287124}, {'key': 'Enter', 'eventType': 'keydown', 'timestamp': 1725821287304}]
